Variable Names,Time Step,Contribution Scores
ALKPHOS,4.0,-0.0787661095855583
ALT,4.0,0.02982627415224215
AGAP,4.0,0.5105659729286037
PTT,4.0,-0.1527636781334877
AST,4.0,0.033253700384375404
ATYPLYMPH,4.0,-0.18114949353039264
BANDS,4.0,0.5383092692147026
DBILIRUBIN,4.0,0.0
TBILIRUBIN,4.0,-0.08403675036606728
BNP,4.0,0.0
BUN,4.0,0.7140983493555912
CRP,4.0,0.5116371378302574
CALCIUMIONIZED,4.0,0.000286419954381915
CALCIUM,4.0,-0.006857592338989074
CHLORIDE,4.0,-0.001231690001529213
CPK,4.0,0.0
CKMB,4.0,0.0
BICARB,4.0,0.01578137459845459
CREATININE,4.0,0.5819835904967142
DDIMER,4.0,0.21327606216073036
FERRITIN,4.0,1.06820450425148
FIBRINOGEN,4.0,-0.014308689814060926
GLUCOSE,4.0,0.07670499144604688
HCT,4.0,0.008407656598137692
HGB,4.0,0.01317840900366754
INR,4.0,-0.02984963431954384
IL6,4.0,0.03547159429872408
IRON,4.0,0.0
LACTATE,4.0,2.133638011373429
LDH,4.0,1.2730987787246704
LYMPHO_PERC,4.0,0.1306757961207768
LYMPHO,4.0,0.06933935005217791
MCHC,4.0,-0.0026494324509712896
MCV,4.0,-0.029986517581467826
MPV,4.0,-0.05737569695338607
MONO_PERC,4.0,0.5694264848142484
MONO,4.0,-0.0022010121028870344
NEUTRO_PERC,4.0,0.005986249319429362
NEUTRO,4.0,1.0052032455801965
O2SAT,4.0,-0.0148795839830503
PCO2,4.0,0.004299773902187246
PH,4.0,0.00776304425627008
PLT,4.0,-0.13217785298824308
PO2,4.0,-0.006104117889469761
POTASSIUM,4.0,0.0424909422570199
PT,4.0,-0.03588858544826508
PROTEIN,4.0,-0.13263781462519547
RBCCNT,4.0,-0.005743151965240637
RDW,4.0,0.011537729327877362
SODIUM,4.0,0.005488610751855842
TIBC,4.0,0.0
TRANSFERRINSAT,4.0,0.0
TROPONINI,4.0,-0.3779152505099773
WBC,4.0,0.9487193796473244
