Variable Names,Time Step,Contribution Scores
HGB,2.0,0.0034776906736879803
INR,2.0,0.1243601502689318
IL6,2.0,0.09843436534561553
IRON,2.0,0.04890224273331114
LACTATE,2.0,0.7759004937560171
LDH,2.0,1.9953743046541885
LYMPHO_PERC,2.0,0.134069375866605
LYMPHO,2.0,0.020991615037855772
MCHC,2.0,-0.00018247754168728417
MCV,2.0,0.019167947024526656
MPV,2.0,0.030026169830218725
MONO_PERC,2.0,0.18031069124057086
MONO,2.0,-0.01505794570025924
NEUTRO_PERC,2.0,0.05303208149540448
NEUTRO,2.0,0.5258096936554791
O2SAT,2.0,0.04321135385619093
PCO2,2.0,0.11951882832632425
PH,2.0,0.014317700656756804
PLT,2.0,0.11777572562267957
PO2,2.0,0.00715334255173959
POTASSIUM,2.0,0.1628124085868678
PT,2.0,0.12309480422256577
PROTEIN,2.0,0.05215610274403833
RBCCNT,2.0,0.012210907231225055
RDW,2.0,-0.0018918164379735688
SODIUM,2.0,0.004148697241757967
TIBC,2.0,-0.04243060954811426
TRANSFERRINSAT,2.0,-0.006353679031644788
TROPONINI,2.0,0.031863979000226764
WBC,2.0,0.5662148383021581
high,3.0,0.19768961726860285
low,3.0,0.2632509829298994
CAC - TEMPERATURE,3.0,0.0013864398420191798
CAC - PULSE OXIMETRY,3.0,0.8415396735759977
CAC - RESPIRATIONS,3.0,0.0111480049444924
CAC - PULSE,3.0,0.12802738620272414
CAC - HEIGHT,3.0,0.006545019136349049
CAC - WEIGHT/SCALE,3.0,-0.007214619487881345
ALBUMIN,3.0,0.13400668025783502
ALKPHOS,3.0,0.006358210908546128
ALT,3.0,0.46818032856389974
AGAP,3.0,0.48798262910700385
PTT,3.0,0.005773898300588705
AST,3.0,6.105231654495678
ATYPLYMPH,3.0,0.024470015640658004
BANDS,3.0,0.011627372816487168
DBILIRUBIN,3.0,-0.07116211963302324
TBILIRUBIN,3.0,0.12936375460538269
BNP,3.0,0.08739713491765239
BUN,3.0,1.3725360052248736
CRP,3.0,0.37247766181357034
CALCIUMIONIZED,3.0,-0.0026562489403205935
CALCIUM,3.0,0.04058944391550866
CHLORIDE,3.0,-0.0006449832683153597
CPK,3.0,0.730720078534549
CKMB,3.0,-0.0031747217028160065
BICARB,3.0,0.045120572338519856
CREATININE,3.0,0.7058421159012898
DDIMER,3.0,0.4373689585447159
FERRITIN,3.0,0.18565715587483517
FIBRINOGEN,3.0,-0.0014241300353262938
GLUCOSE,3.0,0.19447148298063185
HCT,3.0,-0.0006485892743151592
HGB,3.0,0.0011807923858595114
INR,3.0,0.0515077024337733
IL6,3.0,0.09405024705022999
IRON,3.0,0.12235380932688714
LACTATE,3.0,2.1107163747760826
LDH,3.0,3.5471553796364432
LYMPHO_PERC,3.0,0.10753591561639302
LYMPHO,3.0,-0.005511112259355673
MCHC,3.0,0.00016134194751613498
MCV,3.0,0.013787320106551097
MPV,3.0,0.033568709554519786
MONO_PERC,3.0,0.17328300105762112
MONO,3.0,-0.04585628678419708
NEUTRO_PERC,3.0,0.04730420916399568
NEUTRO,3.0,0.8241820057222611
O2SAT,3.0,0.06265472401601728
PCO2,3.0,0.2565233447871567
PH,3.0,0.021799985797301514
PLT,3.0,0.11413031739143745
PO2,3.0,0.011006433855176866
POTASSIUM,3.0,0.2082056378181191
PT,3.0,0.05899863419709854
PROTEIN,3.0,0.04446359861484245
RBCCNT,3.0,0.0021014448747779576
RDW,3.0,-0.0035951607151055885
SODIUM,3.0,0.008587323427742034
TIBC,3.0,-0.06585467904806137
TRANSFERRINSAT,3.0,0.006219899281859398
TROPONINI,3.0,0.5860265208303711
WBC,3.0,0.7572299051063289
high,4.0,0.356834137804271
low,4.0,0.4587135238008849
CAC - TEMPERATURE,4.0,0.02665877648095149
CAC - PULSE OXIMETRY,4.0,2.6156949034152017
CAC - RESPIRATIONS,4.0,-0.11129583576648347
CAC - PULSE,4.0,0.03990634683794915
CAC - HEIGHT,4.0,-0.012654662273161161
CAC - WEIGHT/SCALE,4.0,0.011628882073908256
ALBUMIN,4.0,0.11553329747232152
ALKPHOS,4.0,-0.016492067027737718
ALT,4.0,0.9984543938886826
AGAP,4.0,0.4680112672245951
PTT,4.0,0.09556245277074349
AST,4.0,3.9855335860614467
ATYPLYMPH,4.0,0.07548180473968387
BANDS,4.0,0.12213105538890592
DBILIRUBIN,4.0,-0.10716154445501536
TBILIRUBIN,4.0,-0.02099605909757072
BNP,4.0,0.0
BUN,4.0,1.1334831696105083
CRP,4.0,0.4151194998070202
CALCIUMIONIZED,4.0,0.0178911026838771
CALCIUM,4.0,0.03922638604069435
CHLORIDE,4.0,0.003510475914409552
CPK,4.0,0.007336650047082985
CKMB,4.0,0.02536816705186572
BICARB,4.0,0.04681971014493325
CREATININE,4.0,0.7663618200709172
DDIMER,4.0,0.9715164851683136
FERRITIN,4.0,0.05838373407022771
FIBRINOGEN,4.0,0.003370711505226609
GLUCOSE,4.0,0.17798085544821293
HCT,4.0,-0.0017935159082886714
HGB,4.0,0.0011232742202047998
INR,4.0,0.04895185155276997
IL6,4.0,0.01728982839267701
IRON,4.0,0.0
LACTATE,4.0,2.1074691972651367
LDH,4.0,4.334630350914215
LYMPHO_PERC,4.0,0.11090473880476137
LYMPHO,4.0,0.011660158266290738
MCHC,4.0,-0.00010565601576081761
MCV,4.0,-0.004377150395126398
MPV,4.0,0.03219110729956622
MONO_PERC,4.0,0.14021507900699332
MONO,4.0,-0.03673057595433754
NEUTRO_PERC,4.0,0.02362231728542285
NEUTRO,4.0,0.3518316174113186
O2SAT,4.0,0.06953161688742904
PCO2,4.0,0.2675969246797394
PH,4.0,0.02640162477518222
PLT,4.0,0.07140009226170216
PO2,4.0,0.03112162955612257
POTASSIUM,4.0,0.20262958953286989
PT,4.0,0.05569768064032291
PROTEIN,4.0,0.012346357435738736
RBCCNT,4.0,0.0021201527255729643
RDW,4.0,-0.007579370137577222
SODIUM,4.0,0.005040916297543394
TIBC,4.0,0.0
TRANSFERRINSAT,4.0,0.0
TROPONINI,4.0,0.07535867639952291
WBC,4.0,0.9258869080644153
